_id,AIR_CONDITIONING_TYPE,AMENITIES_AVAILABLE,ANNUAL_FIRE_ALARM_TEST_RECORDS,ANNUAL_FIRE_PUMP_FLOW_TEST_RECORDS,APPROVED_FIRE_SAFETY_PLAN,BALCONIES,BARRIER_FREE_ACCESSIBILTY_ENTR,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,DATE_OF_LAST_INSPECTION_BY_TSSA,DESCRIPTION_OF_CHILD_PLAY_AREA,DESCRIPTION_OF_INDOOR_EXERCISE_ROOM,DESCRIPTION_OF_OUTDOOR_REC_FACILITIES,ELEVATOR_PARTS_REPLACED,ELEVATOR_STATUS,EMERG_POWER_SUPPLY_TEST_RECORDS,EXTERIOR_FIRE_ESCAPE,FACILITIES_AVAILABLE,FIRE_ALARM,GARBAGE_CHUTES,GREEN_BIN_LOCATION,HEATING_EQUIPMENT_STATUS,HEATING_EQUIPMENT_YEAR_INSTALLED,HEATING_TYPE,INDOOR_GARBAGE_STORAGE_AREA,INTERCOM,IS_THERE_A_COOLING_ROOM,IS_THERE_EMERGENCY_POWER,LAUNDRY_ROOM,LAUNDRY_ROOM_HOURS_OF_OPERATION,LAUNDRY_ROOM_LOCATION,LOCKER_OR_STORAGE_ROOM,NO_BARRIER_FREE_ACCESSBLE_UNITS,NO_OF_ACCESSIBLE_PARKING_SPACES,NO_OF_ELEVATORS,NO_OF_LAUNDRY_ROOM_MACHINES,NON_SMOKING_BUILDING,OUTDOOR_GARBAGE_STORAGE_AREA,PARKING_TYPE,PCODE,PET_RESTRICTIONS,PETS_ALLOWED,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RECYCLING_BINS_LOCATION,RSN,SEPARATE_GAS_METERS_EACH_UNIT,SEPARATE_HYDRO_METER_EACH_UNIT,SEPARATE_WATER_METERS_EA_UNIT,SITE_ADDRESS,SPRINKLER_SYSTEM,SPRINKLER_SYSTEM_TEST_RECORD,SPRINKLER_SYSTEM_YEAR_INSTALLED,TSSA_TEST_RECORDS,VISITOR_PARKING,WARD,WINDOW_TYPE,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,NO_OF_STOREYS,IS_THERE_EMERGENCY_POWER?,NON-SMOKING_BUILDING,NO_OF_UNITS,NO_OF_ACCESSIBLEPARKING_SPACES,FACILITIES_AVAILABLE?,IS_THERE_A_COOLING_ROOM?,NO_BARRIERFREE_ACCESSBLE_UNITS
113150,CENTRAL AIR,"Indoor pool , Indoor exercise room , Sauna",YES,YES,YES,YES,YES,Not Available,15,141,"FEB 27, 2014",NA,GYM,NA,FULL REPLACEMENT,REPLACED,YES,NO,Green Bin / Organics,YES,YES,IN GARBAGE ENCLOSURE,REPLACED,2010,HOT WATER,NO,YES,YES,YES,YES,24 HOURS,BASEMENT,YES,0,1,2,18,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking , Parking Deck",M9A,NA,YES,H & R PROPERTY MANAGEMENT LTD,PRIVATE,IN GARBAGE ENCLOSURE,4155342,NO,YES,NO,25  RICHVIEW RD ,YES,YES,1973,YES,FREE,02,DOUBLE PANE,1973,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
113151,CENTRAL AIR,"Outdoor pool , Indoor exercise room",YES,YES,YES,YES,YES,Not Available,13,162,"MAR 24, 2017",NA,NEWLY CREATED ROOM WITH WEIGHTS AND MACHINES,NA,FULL,REPLACED,YES,NO,Green Bin / Organics,YES,YES,GARBAGE STORAGE,REPLACED,2007,HOT WATER,NO,YES,NO,YES,YES,24 HRS,BASEMENT,YES,0,1,3,16,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M9P,NA,YES,H&R PROPERTY MANAGEMENT,PRIVATE,GARBAGE STORAGE,4155344,NO,YES,NO,1407  ROYAL YORK RD ,YES,YES,1964,YES,FREE,02,DOUBLE PANE,1964,2011,2017,NA,NA,NA,NA,NA,NA,NA,NA
113152,NONE,NA,YES,YES,YES,YES,YES,Not Available,12,180,"JUN 16, 2017",NA,NA,NA,CABS,REPLACED,YES,YES,Green Bin / Organics,YES,YES,SURFACE,ORIGINAL,1971,HOT WATER,NO,YES,NO,YES,YES,9AM  - 9 PM,BASEMENT FLOOR,YES,180,18,3,16,YES,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Carport , Surface Parking",M9P,NA,YES,LAROSE HOLDINGS,PRIVATE,SURFACE,4155347,NO,YES,NO,105  LA ROSE AVE ,YES,YES,1971,YES,BOTH,02,DOUBLE PANE,1971,2009,2017,NA,NA,NA,NA,NA,NA,NA,NA
113153,INDIVIDUAL UNITS,"Indoor pool , Indoor recreation room , Outdoor rec facilities , Indoor exercise room , Sauna",YES,YES,YES,YES,YES,Not Available,20,266,"SEP 15, 2017",NA,LOCATED ON BASEMENT LEVEL - CARDIO AND WEIGHTS AND SQUASH COURT,TENNIS COURT ,FULL MODERNIZATION,REPLACED,YES,NO,Green Bin / Organics,YES,YES,P1 LEVEL GARAGE - AT NORTH AND SOUTH ENDS,REPLACED,2007,ELECTRIC,YES,YES,YES,YES,YES,10:00 AM TO 10:00 PM ,MAIN FLOOR - NORTH AND SOUTH ENDS,YES,2,4,3,28,NO,NO,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Carport , Surface Parking , Parking Deck",M9P,NO RESTRICTIONS,YES,WESTWOOD MANAGEMENT INTERNATIONAL ,PRIVATE,P1 LEVEL GARAGE - AT NORTH AND SOUTH ENDS,4155358,NO,NO,NO,2085-2101  ISLINGTON AVE ,YES,YES,1970,YES,FREE,01,DOUBLE PANE,1970,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
113154,NONE,Indoor exercise room,YES,YES,YES,YES,YES,Not Available,13,123,"MAR 23, 2015",NA,GYM ROOM,NA,"CONTROLLERS,DRIVE MACHINES,DRIVE MOTOR,DOOR EQUIPMENT",REPLACED,YES,NO,Green Bin / Organics,YES,YES,OUTSIDE GARBAGE ENCLOSURE,REPLACED,2004,HOT WATER,NO,YES,YES,YES,YES,8 AM - 10 PM,1 FIRST FLOOR,NO,0,1,2,14,YES,NO,"Underground Garage , Ground Level Garage , Surface Parking",M9P,NO EXOTIC PETS,YES,CAPREIT,PRIVATE,OUTSIDE GARBAGE ENCLOSURE,4155359,NO,YES,NO,236  DIXON RD ,YES,YES,1964,YES,FREE,01,DOUBLE PANE,1963,2004,2017,NA,NA,NA,NA,NA,NA,NA,NA
113155,NONE,Child play area,YES,NO,YES,YES,YES,0 indoor parking spots and 12 outdoor parking spots,3,64,"AUG 17, 2015",PLAY STRUCTURE WITH SLIDE,NA,NA,MECHANICAL ELEVATOR MODERNIZATION AND CAB INTERIOR,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BETWEEN 7 AND 11 ROCHEFORT,ORIGINAL,1960,ELECTRIC,NO,YES,NO,YES,YES,8 AM TO 10 PM,THIRD FLOOR,YES,0,0,1,8,NO,YES,"Underground Garage , Surface Parking",M3C,AS PER LEASING AGREEMENT,YES,BRIARLANE RENTAL PROPERTY MANAGEMENT INC,PRIVATE,WEST SIDE OF BUILDING,4156020,NO,YES,NO,11  ROCHEFORT DR ,YES,YES,1960,YES,FREE,16,DOUBLE PANE,1960,2006,2017,NA,NA,NA,NA,NA,NA,NA,NA
113156,NONE,NA,YES,YES,YES,YES,NO,18 indoor parking spots and 0 outdoor parking spots,12,164,"JUL 15, 2017",NA,NA,NA,ELEVATOR MODERNIZATION,REPLACED,NA,NO,Green Bin / Organics,YES,YES,OUTDOOR AREA,REPLACED,2015,HOT WATER,NO,YES,NO,NO,YES,8:00 A.M. TO 10:00 P.M. DAILY,BASEMENT,NO,0,2,2,16,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M3A,NA,NO,M&R PROPERTY MANAGEMENT,PRIVATE,OUTDOOR AREA,4156043,NO,YES,NO,275  CASSANDRA BLVD ,YES,YES,1965,NO,FREE,16,DOUBLE PANE,1965,2001,2017,NA,NA,NA,NA,NA,NA,NA,NA
113157,NONE,NA,YES,YES,NO,YES,YES,Not Available,6,33,"JUL 10, 2015",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,YES,EAST SIDE OF BUILDING,REPLACED,2004,HOT WATER,YES,YES,NO,NO,YES,8AM - 10PM,BASEMENT,YES,0,0,1,6,NO,NO,"Ground Level Garage , Surface Parking",M1P,NA,YES,JOHN ULRICH  MANAGEMENT,PRIVATE,EAST SIDE OF BUILDING,4152716,NO,NO,NO,2250  LAWRENCE AVE E,YES,YES,1968,NO,FREE,21,DOUBLE PANE,1968,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113158,NONE,NA,YES,YES,YES,YES,NO,Not Available,10,139,"MAR 22, 2016",NA,NA,NA,NA,ORIGINAL,YES,YES,Green Bin / Organics,YES,YES,OUTDOOR,ORIGINAL,1984,HOT WATER,YES,YES,NO,YES,YES,8AM-10PM,BASEMENT,YES,0,0,2,14,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1P,NA,YES,LIVING PROPERTIES INC.,PRIVATE,OUTDOOR,4152723,NO,NO,NO,3  GLAMORGAN AVE ,YES,YES,1984,YES,FREE,21,DOUBLE PANE,1984,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113159,NONE,NA,YES,YES,YES,YES,YES,Not Available,10,135,"MAY 15, 2010",NA,NA,NA,FULL REPLACEMENT,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2010,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,MAIN FLOOR,YES,0,1,2,14,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1P,NA,YES,H & R PROPERTY MANAGEMENT LTD.,PRIVATE,IN GARBAGE ENCLOSURE,4152728,NO,YES,NO,30  ANTRIM CRES ,YES,YES,1972,YES,FREE,21,DOUBLE PANE,1972,2008,2017,NA,NA,NA,NA,NA,NA,NA,NA
113160,NONE,NA,NO,YES,YES,YES,NO,Not Available,5,65,"MAY 20, 2016",NA,NA,NA,ALL MOVING PARTS. INSPECTED BY TSSA AFTER COMPLETION. ,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,REPLACED,2013,HOT WATER,YES,YES,NO,YES,YES,24 HOURS,!ST FLOOR,YES,0,70,1,8,NO,YES,"Ground Level Garage , Carport , Surface Parking",M1P,NA,YES,LORAVIEW HOLDINGS INC.,PRIVATE,BACK OF BUILDING,4152734,NO,NO,NO,1175  ELLESMERE RD ,YES,YES,1967,YES,FREE,21,THERMAL,1967,2016,2017,NA,NA,NA,NA,NA,NA,NA,NA
113161,NONE,NA,NO,NO,YES,YES,NO,Not Available,4,32,"APR 16, 2013",NA,NA,NA,NA,ORIGINAL,NO,NO,Green Bin / Organics,YES,YES,FACING WEST,REPLACED,1989,HOT WATER,YES,YES,NO,YES,YES,FOB ACCESS - 24 HOURS,MAIN FLOOR,YES,0,31,1,6,YES,NO,"Carport , Surface Parking",M1P,NA,NO,NA,PRIVATE,FACING WEST,4152735,NO,YES,NO,1181  ELLESMERE RD ,YES,NO,1986,NO,FREE,21,DOUBLE PANE,1976,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113162,NONE,Child play area,YES,YES,YES,YES,NO,Not Available,15,180,"AUG 15, 2017",OUTDOOR PLAYGROUND,NA,NA,COMPLETE MODERNIZATION,REPLACED,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2007,HOT WATER,NO,YES,NO,NO,YES,8 AM TO 8 PM,MAIN FLOOR,NO,0,4,2,12,YES,YES,"Underground Garage , Surface Parking",M1H,NA,NO,AMAZ PROPERTY MANAGEMENT,PRIVATE,REAR,4152740,NO,NO,NO,555  BRIMORTON DR ,YES,YES,1965,NO,FREE,24,DOUBLE PANE,1965,2007,2017,NA,NA,NA,NA,NA,NA,NA,NA
113163,NONE,NA,YES,NO,YES,NO,NO,0 indoor parking spots and 10 outdoor parking spots,3,12,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,IN EACH UNIT AND MAINS IN BACK WITH REST OF GARBAGE,REPLACED,2010,HOT WATER,YES,YES,NO,NO,YES,24 HOURS,MAIN FLOOR,YES,0,0,0,2,YES,YES,"Ground Level Garage , Surface Parking",M6L,NO BIG DOGS,YES,GENTILE HOLDINGS LTD,PRIVATE,OUTDOOR GARBAGE AREA,4154349,NO,YES,NO,2432  KEELE ST ,NO,NA,NA,NA,FREE,05,DOUBLE PANE,1960,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113164,NONE,NA,YES,NO,YES,NO,NO,0 indoor parking spots and 6 outdoor parking spots,3,11,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTDOOR,ORIGINAL,1953,HOT WATER,NO,YES,NO,NO,YES,9AM-9PM,BASEMENT,NO,0,14,0,2,YES,YES,Surface Parking,M3K,NA,YES,WESTHAVEN PROPERTY MANAGEMENT INC.,PRIVATE,OUTDOOR,4154367,NO,YES,NO,827  WILSON AVE ,NO,NA,NA,NA,FREE,06,DOUBLE PANE,1953,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113165,NONE,NA,YES,YES,YES,NO,YES,Not Available,3,10,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTDOOR,REPLACED,2007,HOT WATER,NO,YES,NO,NO,YES,8AM-10PM,BASEMENT,YES,2,4,0,2,YES,NO,"Ground Level Garage , Surface Parking , Parking Deck",M4A,NO CATS AND DOGS,NO,NA,PRIVATE,OUTDOOR,4154857,NO,YES,NO,80  BARTLEY DR ,NO,NA,NA,NA,UNAVAILABLE,16,SINGLE PANE,1962,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113166,INDIVIDUAL UNITS,NA,NO,NO,YES,YES,NO,Not Available,4,27,"MAY 12, 2016",NA,NA,NA,ELEVATORS MODERNIZED,REPLACED,NA,NO,Green Bin / Organics,YES,NO,NEAR THE BUILDING,ORIGINAL,1968,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,YES,0,0,1,4,NO,YES,"Ground Level Garage , Surface Parking",M1R,NA,YES,COMFIELD MANAGEMENT SERVICES INC.,PRIVATE,NEAR THE BUILDING,4154862,NO,YES,NO,1600  VICTORIA PARK AVE ,YES,NO,1968,YES,FREE,16,DOUBLE PANE,1968,2016,2017,NA,NA,NA,NA,NA,NA,NA,NA
113167,INDIVIDUAL UNITS,NA,YES,YES,YES,YES,YES,Not Available,5,61,"APR 28, 2015",NA,NA,NA,THE WHOLE ELEVATOR,REPLACED,NA,YES,Unknown,YES,NO,NA,ORIGINAL,1959,HOT WATER,NO,NO,NO,NO,YES,24 HOURS,GROUND LEVEL,YES,61,53,1,8,NO,YES,"Ground Level Garage , Surface Parking",M4A,NA,YES,IMPERRA GENERAL MANAGEMENT,PRIVATE,NA,4154869,NO,YES,NO,3  SWIFT DR ,NO,NA,NA,NO,UNAVAILABLE,16,DOUBLE PANE,1960,2000,2017,NA,NA,NA,NA,NA,NA,NA,NA
113168,NONE,NA,YES,YES,YES,YES,YES,Not Available,4,61,"NOV 1, 2018",NA,NA,NA,NA,REPLACED,NA,NO,Recycling bins,YES,NO,NA,REPLACED,2015,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,MAIN FLOOR,YES,0,0,1,6,YES,YES,"Ground Level Garage , Surface Parking",M4A,NA,YES,AKELIUS CANADA LTD.,PRIVATE,AT THE BACK OF BUILDING,4154870,NO,YES,NO,25  ECCLESTON DR ,YES,YES,1958,YES,UNAVAILABLE,16,DOUBLE PANE,1958,2015,2019,NA,NA,NA,NA,NA,NA,NA,NA
113169,NONE,NA,YES,YES,YES,YES,NO,0 indoor parking spots and 20 outdoor parking spots,16,178,"AUG 1, 2015",NA,NA,NA,COMPLETE MOD,REPLACED,YES,NO,Green Bin / Organics,YES,YES,OUTSIDE OF BUILDING,REPLACED,2007,FORCED AIR GAS,YES,YES,NO,YES,YES,24 HOURS,BASEMENT,YES,0,2,3,16,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking , Parking Deck",M9R,NONE,YES,DIXON HOLDINGS,PRIVATE,OUTSIDE OF BUILDING,4155366,NO,YES,NO,311  DIXON RD ,YES,YES,1968,NO,PAID,02,SINGLE PANE,1968,2007,2017,NA,NA,NA,NA,NA,NA,NA,NA
113170,NONE,NA,YES,YES,YES,YES,YES,Not Available,5,48,"MAR 12, 2013",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,NO,BY GARBAGE BIN,REPLACED,2008,HOT WATER,NO,YES,NO,NO,YES,24 HOUR,1ST FLOOR,YES,1,2,1,6,NO,NO,"Ground Level Garage , Carport , Surface Parking",M9C,NOISE OR COMPLAINTS,YES,NA,PRIVATE,BY GARBAGE BIN,4155381,NO,NO,NO,306  THE WEST MALL  ,YES,YES,1969,NO,FREE,02,DOUBLE PANE,1969,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113171,NONE,Outdoor pool,YES,YES,YES,YES,NO,Not Available,5,45,"FEB 21, 2016",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,NO,REAR OF BUILDING,ORIGINAL,1961,HOT WATER,NO,YES,NO,NO,YES,8AM-10PM,"2ND, 3RD, 4TH, AND 5TH FLOORS",YES,0,0,1,8,NO,YES,"Ground Level Garage , Surface Parking",M9C,NA,YES,IMPERRA GENERAL MANAGMENT,PRIVATE,REAR OF BUILDING,4155383,NO,YES,NO,329  THE WEST MALL  ,YES,YES,1961,YES,FREE,02,DOUBLE PANE,1970,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113172,INDIVIDUAL UNITS,NA,YES,NO,YES,YES,NO,Not Available,3,10,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,BACK OF BUILDING,REPLACED,2000,HOT WATER,NO,YES,NO,NO,YES,24 HOURS ,LOWER LEVEL ,YES,0,13,0,2,YES,YES,"Ground Level Garage , Surface Parking",M9C,NA,YES,MYROSLAWA LIDIA NAHIRNYJ,PRIVATE,BACK OF BUILDING ,4155391,NO,YES,NO,336  THE WEST MALL  ,YES,NO,1965,NA,FREE,02,DOUBLE PANE,1965,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113173,NONE,NA,YES,YES,YES,YES,NO,Not Available,5,26,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTDOOR,REPLACED,2011,HOT WATER,NO,YES,NO,NO,YES,8-12,BASEMENT,YES,0,5,0,4,NO,YES,"Ground Level Garage , Carport , Surface Parking",M8Y,NA,YES,MODEL BUILDING MAINTENANCE INC,PRIVATE,OUTDOOR,4156115,NO,YES,NO,11  CROWN HILL PL ,NO,NA,NA,NA,UNAVAILABLE,03,DOUBLE PANE,1953,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113174,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,28,"MAY 1, 2014",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,YES,OUTDOOR BESIDE RECYCLING AND GARBAGE,REPLACED,2010,FORCED AIR GAS,YES,YES,YES,NO,YES,9:00 AM TO 9:00 PM,ADMIN BLDG #33 AND 1ST FLOOR #19,NO,0,2,0,14,NO,YES,"Ground Level Garage , Surface Parking",M1B,NO EXOTIC PETS,YES,NA,SOCIAL HOUSING,OUTDOOR EITHER END OF COMPLEX,4156137,NO,NO,NO,19  DURNFORD RD ,YES,YES,1992,YES,FREE,25,DOUBLE PANE,1992,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
113175,NONE,NA,YES,YES,YES,YES,YES,Not Available,15,144,"OCT 23, 2016",NA,NA,NA,FULL REPLACEMENT - GAL GALAXY ,REPLACED,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1987,HOT WATER,YES,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,YES,3,5,2,16,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M5G,NA,YES,TCH,TCHC,BACK OF BUILDING,4156154,NO,NO,NO,111  CHESTNUT ST ,YES,YES,1987,YES,PAID,10,DOUBLE PANE,1987,2015,2017,NA,NA,NA,NA,NA,NA,NA,NA
113176,NONE,NA,YES,YES,YES,YES,YES,Not Available,14,192,"MAR 15, 2017",NA,NA,NA,"CONTROLLERS, MACHINES, CAB INTERIORS AND FIXTURES",REPLACED,NA,YES,Recycling bins,YES,YES,NA,REPLACED,2005,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,GROUND FLOOR,NO,190,15,3,18,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1K,NA,YES,CANDO APARTMENTS LTD.,PRIVATE,WEST SIDE,4152750,NO,YES,NO,30  GILDER DR ,YES,YES,1954,YES,PAID,21,DOUBLE PANE,1954,2008,2017,NA,NA,NA,NA,NA,NA,NA,NA
113177,NONE,"Indoor recreation room , Outdoor rec facilities",YES,YES,YES,YES,YES,0 indoor parking spots and 10 outdoor parking spots,7,95,"JUN 18, 2015",NA,NA,OUTDOOR GAZIBO,FULL REPLACEMENT,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2007,HOT WATER,NO,YES,YES,YES,YES,24 HOURS,MAIN FLOOR,YES,1,1,2,10,NO,YES,Surface Parking,M1J,NA,YES,H & R PROPERTY MANAGEMENT LTD.,PRIVATE,IN ENCLOSURE,4152756,NO,YES,NO,1284  DANFORTH RD ,YES,YES,1960,YES,FREE,21,DOUBLE PANE,1960,2007,2017,NA,NA,NA,NA,NA,NA,NA,NA
113178,NONE,"Outdoor pool , Child play area",YES,YES,YES,YES,YES,0 indoor parking spots and 8 outdoor parking spots,6,88,"DEC 12, 2012",SLIDE AND CLIMBING,NA,NA,CONTROL AND MODERNIZATION,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,REPLACED,2006,HOT WATER,NO,YES,YES,YES,YES,24,FIRST FLOOR,YES,0,0,2,14,NO,YES,Ground Level Garage,M1M,NA,YES,PARK PROPERTY MANAGEMENT INC,PRIVATE,RECYCLING ROOM FIRST-FLOOR,4152783,NO,YES,NO,3744  ST CLAIR AVE E,YES,YES,1964,NO,UNAVAILABLE,20,DOUBLE PANE,1964,2000,2017,NA,NA,NA,NA,NA,NA,NA,NA
113179,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,26,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,OUTSIDE ,REPLACED,2013,HOT WATER,NO,YES,NO,NO,YES,ALWAYS OPEN,MAIN FLOOR ,YES,0,30,0,2,NO,YES,Surface Parking,M3K,NA,YES,KNRS PROPERTIES INC,PRIVATE,OUTSIDE ,4154373,NO,YES,NO,5  HARTHAM PL ,NO,NA,NA,NA,UNAVAILABLE,06,DOUBLE PANE,1959,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113180,NONE,NA,YES,YES,YES,YES,YES,Not Available,4,50,"JUN 19, 2017",NA,NA,NA,NA,ORIGINAL,NA,NO,Recycling bins,YES,YES,NA,REPLACED,2007,HOT WATER,YES,YES,NO,NO,YES,8AM 10PM,MAIN FLOOR,YES,1,0,1,8,NO,YES,"Ground Level Garage , Surface Parking",M3K,NA,YES,AKELIUS CANADA LTD,PRIVATE,PARKING LOT,4154380,NO,YES,NO,27  PAXTONIA BLVD ,YES,YES,1957,YES,UNAVAILABLE,06,DOUBLE PANE,1953,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113181,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,12,NA,NA,NA,NA,NA,NA,YES,YES,Green Bin / Organics,YES,NO,IN THE FRONT OF THE BLDG,ORIGINAL,1998,HOT WATER,NO,YES,NO,YES,YES,24 HRS,IN BASEMENT,NO,0,0,0,2,NO,NO,Ground Level Garage,M3M,NA,NO,S & T  TWO INC,PRIVATE,IN THE FRONT OF THE BLDG,4154403,NO,YES,NO,2221  JANE ST ,NO,NA,NA,NA,UNAVAILABLE,06,DOUBLE PANE,1964,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113182,NONE,NA,NO,NO,YES,YES,NO,Not Available,4,61,"JUN 8, 2016",NA,NA,NA,FULL MECHANICAL AND CAB UPGRADE,REPLACED,NO,NO,Green Bin / Organics,YES,NO,BACK OF BUILDING ,REPLACED,2000,HOT WATER,NO,YES,NO,YES,YES,8AM-10PM,GROUND FLOOR,NO,0,0,1,6,NO,YES,"Ground Level Garage , Surface Parking",M4A,AS LISTED ON LEASE,YES,BRIARLANE RENTAL PROPERTY MANAGEMENT INC.,PRIVATE,BACK OF BUILDING ,4154891,NO,YES,NO,2  SWIFT DR ,NO,NA,NA,YES,UNAVAILABLE,16,DOUBLE PANE,1958,2007,2017,NA,NA,NA,NA,NA,NA,NA,NA
113183,NONE,NA,YES,NO,YES,YES,NO,50 indoor parking spots and 0 outdoor parking spots,4,83,"JAN 3, 2017",NA,NA,NA,MODERNIZED CAB AND REPLACED MECHANICAL,REPLACED,YES,NO,Green Bin / Organics,YES,YES,NORTHWEST CORNER OF PROPERTY,REPLACED,1985,HOT WATER,YES,YES,NO,YES,YES,24 HOURS,EVERY FLOOR,NO,0,1,2,16,NO,YES,"Underground Garage , Surface Parking",M3A,NA,YES,COLONIA TREUHAND MANAGEMENT INC.,PRIVATE,NORTHWEST CORNER OF PROPERTY,4154905,NO,NO,NO,270  CASSANDRA BLVD ,YES,YES,1969,YES,FREE,16,SINGLE PANE,1969,2016,2017,NA,NA,NA,NA,NA,NA,NA,NA
113184,NONE,Outdoor pool,YES,YES,YES,YES,YES,Not Available,7,81,"DEC 12, 2012",NA,NA,NA,CONTROL MOTORIZATION,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK PARKING LOT,REPLACED,2011,HOT WATER,NO,YES,NO,YES,YES,9 AM TO 10 PM,FIRST FLOOR,YES,0,1,2,10,NO,NO,"Underground Garage , Ground Level Garage",M3A,NA,YES,PARK PROPERTY MANAGEMENT INC,PRIVATE,BACK PARKING LOT,4154911,NO,YES,NO,111  COMBERMERE DR ,YES,YES,1963,NO,FREE,16,DOUBLE PANE,1963,2002,2017,NA,NA,NA,NA,NA,NA,NA,NA
113185,NONE,"Indoor pool , Child play area , Sauna",YES,YES,YES,YES,YES,Not Available,16,312,"DEC 15, 2016",REAR OF BUILDING PLAY AREA,NA,NA,ALL OPERATORS AND ELECTRONICS,REPLACED,NA,NO,Green Bin / Organics,YES,YES,SOUTH SIDE OF BUILDINGS,REPLACED,2012,FORCED AIR GAS,NO,YES,NO,NO,YES,24 HR,BASEMENT OF BUILDING,YES,1,2,3,16,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9C,NA,YES,GREENWIN CORP. ,PRIVATE,SOUTH SIDE OF BUILDING,4155394,NO,YES,NO,545  THE WEST MALL  ,YES,YES,1969,YES,PAID,02,DOUBLE PANE,1969,2014,2017,NA,NA,NA,NA,NA,NA,NA,NA
113186,NONE,NA,YES,YES,YES,YES,NO,Not Available,7,90,"FEB 1, 2017",NA,NA,NA,INTERIOR AND CONTROLS,REPLACED,NA,NO,Recycling bins,YES,NO,NA,ORIGINAL,1969,HOT WATER,NO,YES,NO,NO,YES,8AM - 10PM,MAIN FLOOR,YES,0,0,2,16,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9B,NA,YES,STERLING KARAMAR PROPERTY MANAGEMENT,PRIVATE,SOUTH SIDE OF BUILDING,4155401,NO,YES,NO,535  THE EAST MALL  ,YES,YES,1969,YES,UNAVAILABLE,02,DOUBLE PANE,1969,2006,2017,NA,NA,NA,NA,NA,NA,NA,NA
